>,6.809375,
-,1.0,
.,59.469276428,
.,27.781503677,
>,6.0125,
-,1.0,
MAX REWD: 6.0125 MODEL_ID: 1,
.,14.514972687,
.,11.305060387,
.,8.295535088,
.,10.525361061,
.,7.702929974,
.,9.402112961,
.,8.604178429,
.,8.660150528,
.,9.175060272,
.,8.616138458,
.,8.781046867,
.,8.310207367,
.,8.653610229,
.,8.440447807,
.,8.757635117,
.,7.774448872,
.,8.687755585,
.,8.953024864,
.,8.938194275,
.,9.140090942,
.,9.350378990,
.,9.320075989,
.,8.119806290,
.,8.016986847,
.,8.246291161,
.,8.226407051,
.,8.174653053,
.,7.987997055,
.,8.701643944,
.,8.424085617,
.,9.211312294,
.,8.139889717,
.,9.134397507,
.,9.276739120,
.,7.181393147,
.,7.223934174,
.,7.810551167,
.,7.732156754,
.,9.372244835,
.,8.276414871,
>,6.984375,
-,1.0,
MAX REWD: 6.984375 MODEL_ID: 2,
.,8.535819054,
.,8.188050270,
.,10.451137543,
.,8.398914337,
.,8.254119873,
.,8.051040649,
.,8.528476715,
.,8.074987411,
.,7.623429298,
.,8.394506454,
.,7.845788002,
.,8.196328163,
.,8.645652771,
.,7.744312286,
.,7.845026016,
.,7.242773056,
.,8.639070511,
.,7.167587280,
.,7.755637646,
.,7.145421982,
.,8.542085648,
.,8.196090698,
.,8.557738304,
.,8.441714287,
.,8.517635345,
.,8.795030594,
.,8.526327133,
.,9.204612732,
.,8.185751915,
.,7.660800934,
.,7.864936829,
.,7.224287033,
.,8.485075951,
.,7.509364128,
.,7.944444180,
.,7.640183449,
.,8.140947342,
.,8.033199310,
.,8.063243866,
.,8.356370926,
>,6.665625,
-,1.0,
MAX REWD: 6.984375 MODEL_ID: 2,
.,9.537811279,
.,7.489687920,
.,7.646640778,
.,8.206655502,
.,8.807983398,
.,8.089123726,
.,7.931070328,
.,7.413594723,
.,7.205656528,
.,8.534866333,
.,8.720905304,
.,7.389691830,
.,7.832028389,
.,7.865142345,
.,8.875244141,
.,7.719353676,
.,7.834482193,
.,8.073781013,
.,7.728597164,
.,8.235441208,
.,6.337523460,
.,5.798907757,
.,6.177511692,
.,6.173965454,
.,6.377402306,
.,6.192259789,
.,6.134326458,
.,6.012138367,
.,5.602169037,
.,5.953106403,
.,6.460052967,
.,6.279106617,
.,5.657882214,
.,5.689827919,
.,6.090506077,
.,5.795601845,
.,5.794853210,
.,6.183600903,
.,6.861646652,
.,6.119793415,
>,6.965625,
-,1.0,
MAX REWD: 6.984375 MODEL_ID: 2,
.,6.348389626,
.,6.230597973,
.,5.761746407,
.,5.573068142,
.,6.578899384,
.,5.957300186,
.,6.192464828,
.,5.976070404,
.,5.762363911,
.,5.515825748,
.,5.546988964,
.,5.922358513,
.,5.884762287,
.,5.681085110,
.,5.657938004,
.,6.061880112,
.,5.529785156,
.,6.220681190,
.,5.434218884,
.,5.418748856,
.,5.730350971,
.,5.595700264,
.,6.037178993,
.,5.780749321,
.,5.523790836,
.,5.698346138,
.,5.535235405,
.,5.512127399,
.,5.419178009,
.,5.483292103,
.,5.561174870,
.,5.362754345,
.,6.269690514,
.,5.763216972,
.,6.220562935,
.,5.306528568,
.,6.017705917,
.,5.648542881,
.,5.499775410,
.,5.727688789,
>,7.253125,
-,0.9046104802746175,
MAX REWD: 7.253125 MODEL_ID: 5,
.,5.738442421,
.,6.376782894,
.,6.646240711,
.,5.644165993,
.,6.026816845,
.,5.428826809,
